"PC1","PC2","PC3","PC4"
-1.96250219911729,-3.24562595370376,-1.07118367764104,-0.439616507087125
-2.51868988225423,-3.55772599103119,-1.63649144012894,-0.425320718634593
-2.7216590589657,-3.67928008755191,-2.28530901562505,-0.838507538256918
-4.78800359326996,-3.50345066813216,-2.24511276379841,-0.500265065287315
-3.42822283777386,-3.4297998025011,-2.04183700606313,-0.534092476910038
-3.37516329795153,-2.92093013868764,-1.71982333508612,-1.43263887884161
-3.69886674403996,-3.15469278121858,-2.46881722411661,-1.64839813587061
-4.20449528577439,-3.25258615740752,-1.7857165303299,-1.26184666830145
-4.73912380468273,-3.0622871237059,-2.66685552579127,-1.43870803547552
-4.74020489905811,-2.93828890943589,-2.39097838475032,-2.03562935221407
0.0621293696515399,-2.28191134878019,-0.40264101235067,-1.30915384451168
0.208459447912597,-0.207750661932833,-2.76522656972968,1.03061236115741
2.59074225122973,-2.27250714276745,0.852827949873807,1.9533220895183
2.53592112985699,-1.99325528189541,1.00278322919599,1.93528041602813
2.16190888707162,-2.63783604390703,0.769242208337333,1.97488040978004
-3.08932641893304,1.33311628921909,1.08136504211215,0.464973263477388
-2.53390273486385,0.822947012021465,1.16610251889568,0.865340169514585
-3.17371662495159,0.716360577704105,0.967691355383305,0.50360315422765
-4.70505025543065,1.27312594955833,0.434454714512786,0.909098428925231
-2.31787292290082,-0.396255566538385,0.299940431700231,-1.87736960640914
-3.91152971599301,0.197544379878533,-0.311062843909798,-1.35882918419993
4.11637001730529,-1.67870868200953,0.577307385550983,1.12416402325573
4.31858907048899,-1.32470066610463,0.125773770224581,1.29063867503221
3.47227887533007,-0.87673044472091,0.148664747460539,1.95977428862387
1.27149743619772,0.25615815765625,1.4911714128867,0.0355394030533996
0.300469848392911,0.506068955729608,1.7239242202826,-0.0251501917068843
0.61907240741273,0.918940441062972,2.15947240105112,-0.222842533670247
1.10297555451097,1.16870041958107,2.69356278384209,-1.44878537631889
1.20558998661126,1.73168303645681,2.42953370232753,-1.83367154308211
2.98181140019987,-0.347187821176045,2.15413364695977,-0.998982021734958
4.70157380767392,2.73438320951565,3.24759609278271,-5.39511981640047
0.0754165052615401,0.543699352919458,1.63724841255689,-0.120036308263295
0.322781633185339,2.29315811328667,2.9980163733686,-1.75127000772908
-2.06504591299811,-0.233091410776135,1.88792680772697,1.86322137253424
-2.53231664860667,-0.304060732108266,2.1589106326989,1.58621170292722
-2.91594274124799,0.269599087001498,2.12538808102239,1.34741280756875
-0.933928071059199,-1.99351701011286,-1.53843774472168,-0.504115168060601
-1.39140694259969,-2.57579558601024,-0.648356799387173,-0.486178293692081
-0.30411356429342,-2.24678615679236,0.303523421619325,-0.913513847315035
-0.135152935487921,-2.81054034405421,0.925498588056087,2.8132065569215
-2.99902547111168,0.723569843570241,-0.138508697058479,-0.432650068651394
2.2024707149218,-1.12269790956875,0.0308790303907881,2.52093657301626
1.17941650362845,1.30942322705663,1.92028045266525,-0.961267078856889
0.244791003836463,-0.159744204213403,2.33768064243872,0.19586947139209
-0.159945874379827,0.530826541132016,2.15659169657307,0.429142594757305
-4.79962577179356,1.74864709344423,1.91969603660206,1.14105949256317
5.96080260010032,-1.33983904350654,-1.03242345323486,-0.178619044696511
5.93522521747981,-1.34447860756281,-1.08507759317369,-0.302070884880943
6.14007177714106,-1.41991856109275,-0.963444805288311,-0.616450989798974
-2.64074132908387,2.17134148450367,0.243864453495078,-0.274602026513992
-2.94379593162094,2.40228661496497,-0.928180181029915,1.68646255148
-3.18125969169312,2.69371975112864,-1.66991829791335,1.63083567795688
-3.26444685242057,1.98109044508546,0.00733203213334307,0.627799941433161
-2.98645972215948,2.94280687213478,-0.191190327459992,-0.427432077254361
-2.81881063318056,1.95727999694026,0.619618880576878,-1.26135786781192
-3.53096741417584,2.24841918908645,1.11073325590312,-1.05751504868538
-2.53490687820257,1.7857652729433,0.768545954698345,-1.03703678620764
-0.211940237621528,0.108562197536898,0.848159090616391,-0.388734103032298
-0.316852588721217,0.238967430679824,0.70159138748713,-0.212994606127514
-0.39547119214389,0.0512014571403719,0.966854835587923,-0.199316818154574
-0.501755039922946,0.0937290659440502,0.586921190822198,-0.314239692736346
-0.398778334666842,0.246125635388107,0.846275993110052,-0.336061532520627
-1.76523819693987,0.649507163553245,0.398659267291037,0.266138907949488
-1.87948502178017,1.62472833486539,0.225186870603296,0.596204064930799
-1.84822863491731,-0.0134675349752037,0.284333054862378,0.878393007775714
-1.66595242361532,1.37889272675511,1.21285091605093,0.48964259439845
5.76070419547536,-1.00272855898011,-1.51498434176852,-0.200598542005266
-3.58685047840803,1.04561204294245,-0.424077714135433,0.803860026399333
-5.28449583046822,1.82774469275931,0.267246796792731,1.36726001994856
-1.41373763053457,0.850179616315606,0.858703677087937,0.418185062584605
-1.8562088692616,0.573828913613344,0.682114413946576,1.02525930857189
2.69327279946863,0.690284236116636,1.59464124714034,-1.28130208871843
3.30657613041637,0.527482825195204,1.31262909441001,-1.09461630468823
8.34557211267557,0.525332026866834,-1.43640799086133,-0.428223867779296
8.2512193003972,-0.0841677395162085,-1.18896431124362,-1.13862305812163
3.62014475330577,4.80960860661527,-4.80066466936462,0.239902644457303
1.98761854008002,4.51838656300929,-4.54948731251585,0.200853463483891
1.05433422213923,4.21590888652194,-5.1231527305409,0.747401121966132
1.95840902868014,4.62518857606691,-4.54443226782783,0.33077841423373
4.58263738823758,-1.11402538990448,0.7301470900248,1.32257790088775
4.77559157891458,-1.43578949872432,0.807876102073716,0.928669789517827
4.41797242423271,-1.67057769714478,1.17636915172317,1.18041873987261
8.08458592015588,-0.39594314423252,-0.878840395059636,-1.11491940564038
1.93830661761544,3.78173941343337,-4.28585998148133,0.339976360281346
4.68390668388176,-1.61499132241732,0.755622397851123,1.03376616045232
